City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,brezina,33.0989,1.2608,12.49,32,1,1.24,DZ,1700195291
363,taunggyi,20.7833,97.0333,18.72,85,100,0.98,MM,1700195291
364,antalya,36.7741,30.7178,16.16,48,0,6.17,TR,1700195284
365,masindi,1.6744,31.715,18.39,98,99,1.21,UG,1700195291
366,jinghong,21.991,100.7341,19.01,80,100,0.74,CN,1700195292
367,akureyri,65.6835,-18.0878,-7.04,93,95,1.03,IS,1700195292
368,coquimbo,-29.9533,-71.3436,12.85,82,0,2.06,CL,1700195292
369,ulsteinvik,62.3432,5.8487,3.75,73,91,2.68,NO,1700195292
370,hilo,19.7297,-155.09,21.85,95,100,1.54,US,1700195292
371,kedougou,12.5579,-12.1743,22.66,26,3,0.77,SN,1700195292
372,kargasok,59.0556,80.8572,-0.02,100,100,2.24,RU,1700195292
373,griffith,41.5284,-87.4237,16.38,67,75,7.2,US,1700195293
374,manilva,36.3765,-5.2503,13.26,43,40,1.67,ES,1700195293
375,erenhot,43.6475,111.9767,-2.59,29,0,2.75,CN,1700195293
376,bereeda,11.8704,51.0579,27.67,81,81,4.59,SO,1700195293
377,east london,-33.0153,27.9116,18.52,88,0,2.06,ZA,1700195090
378,norrtalje,59.758,18.705,1.68,75,100,1.21,SE,1700195293
379,mata-utu,-13.2816,-176.1745,29.5,73,65,2.67,WF,1700195294
380,levuka,50.1834,-105.4011,-2.16,81,100,6.71,CA,1700195294
381,nemuro,43.3236,145.575,10.63,79,100,11.21,JP,1700195294
382,greymouth,-42.4667,171.2,12.47,84,100,6.63,NZ,1700195294
383,nova sintra,14.8667,-24.7167,23.39,71,98,3.94,CV,1700195294
384,tazovsky,67.4667,78.7,-20.16,98,17,3.94,RU,1700195294
385,mil'kovo,55.6078,37.7956,-0.87,81,47,3.69,RU,1700195295
386,urangan,-25.3,152.9,24.89,84,61,10.41,AU,1700195295
387,maracacume,-2.0428,-45.9592,22.58,93,22,0.25,BR,1700195295
388,arteche,12.2645,125.4048,28.27,82,100,5.92,PH,1700195295
389,berezovyy,51.6667,135.7,-2.91,61,100,0.51,RU,1700195295
390,san juan de miraflores,-12.1629,-76.9635,20.65,80,100,4.13,PE,1700195296
391,el calafate,-50.3408,-72.2768,5.08,71,2,4.28,AR,1700195296
392,vodnyy,63.5046,53.4095,-14.21,95,64,3.49,RU,1700195296
393,camana,-16.6228,-72.7111,19.28,88,99,4.69,PE,1700195296
394,selfoss,63.9331,-20.9971,3.42,81,99,3.74,IS,1700195297
395,laizhou,37.1717,119.9214,5.35,40,43,11.01,CN,1700195297
396,grand falls-windsor,48.9332,-55.6649,-0.28,93,99,2.48,CA,1700195297
397,galliano,29.4422,-90.2992,19.0,88,40,1.54,US,1700195297
398,yakymivka,46.6897,35.1536,4.21,80,74,5.3,UA,1700195297
399,major isidoro,-9.5322,-36.985,24.02,72,9,4.88,BR,1700195297
400,ta`u,-14.2336,-169.5144,28.35,80,98,4.74,AS,1700195298
401,hampstead,42.8745,-71.1812,7.92,80,0,0.45,US,1700195298
402,whangarei,-35.7317,174.3239,24.75,47,97,3.35,NZ,1700195298
403,chui,-33.6971,-53.4616,13.47,80,6,2.48,UY,1700195298
404,yeraliyev,43.2,51.65,11.67,84,82,6.69,KZ,1700195298
405,marica,-22.9194,-42.8186,27.97,83,100,5.48,BR,1700195298
406,san antonio de pale,-1.4014,5.6325,26.7,83,88,5.53,GQ,1700195298
407,baruun-urt,46.6806,113.2792,-11.54,80,4,3.6,MN,1700195299
408,luganville,-15.5333,167.1667,27.41,72,42,3.07,VU,1700195299
409,pul-e khumri,35.9446,68.7151,19.59,15,66,2.06,AF,1700195299
410,karratha,-20.7377,116.8463,31.83,36,0,7.57,AU,1700195161
411,nouadhibou,20.931,-17.0347,21.99,46,0,4.63,MR,1700195299
412,krasnyy yar,46.5331,48.3456,7.96,87,100,3.8,RU,1700195299
413,suzun,53.7841,82.3116,4.13,96,100,3.39,RU,1700195299
414,agadez,19.75,10.25,17.84,31,0,3.95,NE,1700195300
415,flying fish cove,-10.4217,105.6791,26.82,78,100,4.12,CX,1700195300
416,lakatoro,-16.0999,167.4164,27.64,65,10,3.43,VU,1700195300
417,kiffa,16.6166,-11.4045,23.5,16,79,4.68,MR,1700195300
418,luwuk,-0.9516,122.7875,30.02,75,74,0.68,ID,1700195300
419,magadan,59.5667,150.8,-13.59,74,4,1.56,RU,1700195137
420,anzio,41.4853,12.6179,19.13,70,83,8.48,IT,1700195300
421,macapa,0.0389,-51.0664,27.99,78,0,3.6,BR,1700195083
422,levoca,49.0217,20.5921,4.63,100,100,1.04,SK,1700195301
423,bengkulu,-3.8004,102.2655,28.08,74,84,2.51,ID,1700195301
424,dalbandin,28.8947,64.4101,20.84,33,90,2.86,PK,1700195301
425,luderitz,-26.6481,15.1594,17.7,70,53,1.83,NA,1700195302
426,mutsu,41.2894,141.2169,14.22,86,100,11.24,JP,1700195302
427,alo,7.4178,6.7371,23.61,71,54,0.4,NG,1700195302
428,cambria,35.5641,-121.0808,16.65,92,4,1.34,US,1700195153
429,ono,34.85,134.9333,16.06,55,57,6.84,JP,1700195302
430,tynda,55.1667,124.7167,-10.66,80,70,0.8,RU,1700195302
431,onguday,50.75,86.15,2.19,74,100,1.38,RU,1700195303
432,dassa-zoume,7.75,2.1833,24.05,80,39,1.01,BJ,1700195303
433,twon-brass,4.3151,6.2418,27.44,80,74,3.2,NG,1700195303
434,hlybokaye,55.1382,27.6879,-3.55,81,47,2.74,BY,1700195303
435,mangrol,21.1167,70.1167,27.05,40,1,5.43,IN,1700195303
436,katoya,23.65,88.1333,23.04,86,93,4.64,IN,1700195303
437,jalai nur,49.45,117.7,-6.42,67,2,1.62,CN,1700195303
438,westport,41.1415,-73.3579,11.61,81,0,0.0,US,1700195281
439,iquique,-20.2208,-70.1431,18.02,73,70,0.77,CL,1700195304
440,south hedland,-20.4089,118.5983,32.96,52,0,8.75,AU,1700195304
441,al fallujah,33.3538,43.7795,11.94,75,0,2.04,IQ,1700195304
442,huarmey,-10.0681,-78.1522,20.06,86,99,4.8,PE,1700195304
443,zheleznogorsk-ilimskiy,56.5768,104.1217,-2.57,84,100,4.92,RU,1700195304
444,harar,9.3094,42.1258,17.68,75,66,0.25,ET,1700195304
445,kununurra,-15.7667,128.7333,39.99,29,11,3.6,AU,1700195305
446,codrington,-38.2667,141.9667,16.63,52,32,6.02,AU,1700195305
447,basco,20.4487,121.9702,24.02,76,98,15.03,PH,1700195305
448,langzhong,31.5504,105.9938,14.39,42,91,0.56,CN,1700195305
449,yonan-up,37.9089,126.1611,2.88,66,96,7.16,KP,1700195305
450,kuta,-8.7233,115.1723,30.97,70,20,5.66,ID,1700195146
451,rio grande,-32.035,-52.0986,18.86,78,14,3.87,BR,1700195307
452,arkhangel'sk,64.5401,40.5433,-5.49,84,85,4.85,RU,1700195272
453,leninskoye,41.7589,69.3864,17.02,22,100,0.68,KZ,1700195307
454,aioun,16.6614,-9.6149,23.72,16,24,4.52,MR,1700195307
455,zambezi,-13.5432,23.1047,18.5,61,86,1.46,ZM,1700195307
456,eureka,40.8021,-124.1637,12.01,92,2,0.45,US,1700195307
457,fedorovskiy,45.0972,40.9517,7.14,87,84,6.75,RU,1700195307
458,iraucuba,-3.7461,-39.7833,24.88,80,12,2.88,BR,1700195308
459,netrakona,24.8833,90.7167,22.73,87,100,3.99,BD,1700195308
460,nova olimpia,-14.7972,-57.2881,30.91,35,83,2.29,BR,1700195308
461,usinsk,65.9939,57.5281,-11.8,96,100,4.66,RU,1700195308
462,namsos,64.4662,11.4957,-4.97,79,59,7.2,NO,1700195308
463,kismayo,-0.3582,42.5454,27.18,81,94,2.8,SO,1700195308
464,kirkmichael,54.2856,-4.5875,9.88,83,24,4.45,IM,1700195309
465,taltal,-25.4,-70.4833,16.12,77,98,0.22,CL,1700195309
466,guasave,25.5667,-108.45,25.0,62,89,2.24,MX,1700195140
467,sim,54.993,57.6982,2.84,99,100,1.14,RU,1700195309
468,hasaki,35.7333,140.8333,14.22,90,100,14.38,JP,1700195309
469,nizhnesortymskiy,62.4397,71.7603,-9.37,96,100,3.37,RU,1700195310
470,visby,57.6409,18.296,1.69,93,75,3.6,SE,1700195310
471,lorengau,-2.0226,147.2712,28.3,78,36,3.4,PG,1700195310
472,mhamid,29.82,-5.72,17.72,25,0,2.74,MA,1700195310
473,lafia,8.4833,8.5167,24.3,51,95,0.8,NG,1700195310
474,purificacion,3.8587,-74.9313,25.07,71,96,1.18,CO,1700195310
475,vejle,55.7093,9.5357,4.23,91,100,5.17,DK,1700195310
476,fruita,39.1589,-108.729,10.51,76,75,2.06,US,1700195172
477,cabedelo,-6.9811,-34.8339,24.37,72,35,5.27,BR,1700195311
478,cadale,2.7603,46.3222,28.6,72,12,3.69,SO,1700195311
479,mana,5.6592,-53.7767,25.82,92,97,3.51,GF,1700195311
480,ciudad del carmen,18.6333,-91.8333,25.33,67,70,4.06,MX,1700195311
481,ritterhude,53.1811,8.7216,2.7,99,20,2.06,DE,1700195311
482,matoury,4.8483,-52.3317,26.98,89,40,2.06,GF,1700195312
483,nayoro,44.3506,142.4578,7.08,97,100,2.05,JP,1700195312
484,avon,41.4517,-82.0354,16.81,42,75,6.17,US,1700195095
485,bodden town,19.2833,-81.25,26.63,95,99,4.95,KY,1700195312
486,progreso,21.2833,-89.6667,23.39,82,7,4.56,MX,1700195312
487,tenno,39.9,139.9667,12.56,89,100,5.47,JP,1700195312
488,sungai raya,0.7,108.9,30.62,65,73,2.49,ID,1700195312
489,la ronge,55.1001,-105.2842,-2.86,74,75,1.54,CA,1700195312
490,cabo san lucas,22.8909,-109.9124,26.95,68,57,1.16,MX,1700195313
491,carhuaz,-9.2819,-77.6447,15.33,90,100,1.87,PE,1700195313
492,tadine,-21.55,167.8833,24.42,70,39,2.96,NC,1700195313
493,omaruru,-21.4333,15.9333,20.22,66,20,2.17,NA,1700195313
494,canutama,-6.5339,-64.3831,27.57,47,17,0.77,BR,1700195313
495,manali,13.1667,80.2667,29.05,87,67,5.58,IN,1700195314
496,pecos,31.4229,-103.4932,21.84,77,0,3.09,US,1700195314
497,sinabang,2.4803,96.3801,27.0,81,100,1.18,ID,1700195314
498,quelimane,-17.8786,36.8883,18.97,94,20,1.54,MZ,1700195314
499,as sulayyil,20.4607,45.5779,21.14,52,37,4.34,SA,1700195314
500,sturgeon bay,44.8342,-87.377,14.22,67,40,8.75,US,1700195314
501,mejit,10.2753,170.8646,28.16,79,11,7.45,MH,1700195315
502,america dourada,-11.4553,-41.4361,23.32,72,85,2.94,BR,1700195315
503,walvis bay,-22.9575,14.5053,16.16,100,100,0.0,NA,1700195315
504,touros,-5.1989,-35.4608,25.87,72,11,5.41,BR,1700195315
505,kamloops,50.6665,-120.3192,1.43,89,100,0.0,CA,1700195157
506,dunedin,-45.8742,170.5036,11.0,73,100,2.24,NZ,1700195233
507,north bend,43.4065,-124.2243,12.7,100,40,2.57,US,1700195316
508,chos malal,-37.3781,-70.2709,10.28,47,39,11.75,AR,1700195316
509,dzhambeyty,50.2536,52.595,5.84,87,100,2.41,KZ,1700195316
510,sorong,-0.8833,131.25,29.9,66,23,2.97,ID,1700195104
511,llorente,11.4119,125.5458,28.61,79,89,5.77,PH,1700195316
512,formosa do rio preto,-11.0483,-45.1931,23.52,79,98,1.16,BR,1700195316
513,essaouira,31.5125,-9.77,14.72,77,40,2.57,MA,1700195317
514,iringa,-7.7667,35.7,17.17,81,100,1.7,TZ,1700195317
515,colonia,50.9333,6.95,6.99,92,75,1.03,DE,1700195156
516,taperoa,-7.2075,-36.8267,21.43,83,57,5.93,BR,1700195317
517,karema,-6.8205,30.4389,23.04,77,96,2.86,TZ,1700195317
518,brisas de zicatela,15.8369,-97.0419,30.29,58,40,1.54,MX,1700195317
519,pordic,48.5705,-2.8178,8.04,92,74,2.24,FR,1700195317
520,grand-bourg,15.8835,-61.3148,25.97,80,25,9.0,GP,1700195317
521,pandan,14.0453,124.1694,27.39,84,98,8.3,PH,1700195318
522,tolanaro,-25.0319,46.9987,21.04,83,75,4.12,MG,1700195318
523,tisul',55.7611,88.3122,1.71,97,100,5.36,RU,1700195318
524,porto-vecchio,41.591,9.2795,20.74,63,20,10.8,FR,1700195318
525,tobelo,1.7284,128.0095,30.33,66,72,1.21,ID,1700195319
526,sunne,59.8376,13.143,-2.77,90,15,1.69,SE,1700195319
527,aanekoski,62.6946,25.818,-8.29,93,18,1.75,FI,1700195319
528,poronaysk,49.2167,143.1167,3.39,96,100,2.09,RU,1700195319
529,dubovka,49.0583,44.829,5.53,78,69,1.79,RU,1700195319
530,kenora,49.8167,-94.4337,-3.46,86,75,3.09,CA,1700195241
531,victoria,22.2855,114.1577,21.65,27,41,8.05,HK,1700195050
532,haldensleben i,52.2891,11.4098,4.73,87,100,5.3,DE,1700195320
533,vallenar,-28.5708,-70.7581,15.88,53,18,0.74,CL,1700195320
534,kuala lipis,4.1842,102.0468,31.76,59,70,0.74,MY,1700195320
535,mogocha,53.7333,119.7667,-7.64,62,92,2.7,RU,1700195320
536,kireyevsk,53.9336,37.9279,-1.57,91,100,4.89,RU,1700195320
537,es castell,39.8795,4.2854,16.38,100,75,4.12,ES,1700195320
538,harstad,68.799,16.5293,1.2,84,100,8.05,NO,1700195320
539,az zuwaytinah,30.9522,20.1202,21.33,76,36,2.85,LY,1700195321
540,batang,-6.4846,110.7083,32.11,59,63,0.84,ID,1700195321
541,burang,30.25,81.1667,0.83,21,0,0.97,CN,1700195321
542,khamis mushait,18.3064,42.7292,13.34,82,80,2.06,SA,1700195321
543,le lavandou,43.137,6.366,15.66,50,0,1.54,FR,1700195321
544,lubang,13.8584,120.124,28.59,72,70,8.13,PH,1700195321
545,hudson,40.7168,-74.0663,14.21,60,0,6.26,US,1700195027
546,antsiranana,-12.2787,49.2917,27.42,61,40,4.12,MG,1700195322
547,mont-tremblant,46.1949,-74.6264,1.87,93,99,0.0,CA,1700195244
548,alpena,45.0617,-83.4327,16.14,66,0,6.17,US,1700195322
549,harrisburg,40.2737,-76.8844,11.04,70,0,3.6,US,1700195298
550,imperatriz,-5.5264,-47.4917,27.03,78,0,1.54,BR,1700195286
551,trinidad,-14.8333,-64.9,30.56,43,94,2.72,BO,1700195322
552,shushenskoye,53.325,91.9356,-1.16,81,100,1.71,RU,1700195323
553,pemba,-12.974,40.5178,24.39,83,20,3.6,MZ,1700195323
554,basoda,23.85,77.9333,21.98,44,0,2.96,IN,1700195323
555,sao raimundo nonato,-9.0153,-42.6994,26.7,53,54,0.39,BR,1700195041
556,ciudad lazaro cardenas,17.9583,-102.2,26.85,84,8,1.62,MX,1700195323
557,likiep,9.8251,169.3107,28.02,81,13,6.66,MH,1700195323
558,ourinhos,-22.9789,-49.8706,25.85,43,43,2.0,BR,1700195324
559,humaita,-7.5061,-63.0208,26.59,44,1,1.52,BR,1700195324
560,cacoal,-11.4386,-61.4472,26.78,43,45,2.13,BR,1700195324
561,lockwood,45.8191,-108.4149,2.37,80,0,0.0,US,1700195324
562,altay,47.8667,88.1167,0.69,63,43,2.02,CN,1700195324
